,Unnamed: 0,initial_age,weight,family_kind,race,marital_status,accumulated_capital,annual_contribution,income,new_accumulated_capital
394,394,51,668,1,1,1,151773.3942140784,0.09,78250.33,188844.23157197764
395,395,55,298,1,1,1,-21845.058916353268,0.1,37390.76,4872.9659667827345
396,396,54,576,2,1,4,-36041.12533766768,0.25,76030.01,38527.17101717231
397,397,40,583,2,1,3,72133.23196056555,0.21,83212.78,141897.77261000234
398,398,50,551,1,1,1,23832.28234769031,0.2,23623.32,53639.07694519431
399,399,46,294,1,1,1,197588.4808954041,0.34,48051.75,263789.4580193241
400,400,59,551,1,1,1,248067.1638132445,0.31,220824.01,477602.1413402861
401,401,37,590,2,1,5,-38851.156907001845,0.26,72880.52,35533.59327794536
402,402,55,565,3,1,2,-210285.23703476763,0.06,38994.36,-187952.88731871004
403,403,45,533,2,1,5,141157.19239114228,0.16,83552.4,198052.85227056625
404,404,52,555,1,1,1,-84753.93821087199,0.11,55897.76,-50484.13794870238
405,405,38,318,3,1,5,1653.6684952497828,0.17,250987.74,150372.18586583858
406,406,46,319,1,1,1,265922.5991684385,0.01,58358.17,282751.5068670097
407,407,39,362,1,1,1,-188446.6184332517,0.26,81680.3,-106891.60194144369
408,408,45,389,2,1,3,64583.83669487765,0.26,60002.12,128474.96572040085
409,409,41,389,3,1,5,-28458.347999475933,0.11,51620.44,4336.919078226469
410,410,45,349,3,1,3,-34810.421291774066,0.19,51835.49,11054.909264067532
411,411,42,332,1,1,1,74085.73550674254,0.25,23694.75,107650.19301574254
412,412,48,351,1,1,1,25020.899641232445,0.14,76412.59,73547.00297282604
413,413,37,360,1,1,1,158040.95045620322,0.15,86529.15,213717.4731913632
414,414,49,298,1,1,1,54573.24969019739,0.02,26300.48,71221.73011198298
415,415,40,336,3,1,3,-203581.7415927909,0.26,62099.43,-137981.6753861061
416,416,44,438,2,4,3,-210553.01082387453,0.12,48110.37,-177460.03236191615
418,418,36,308,1,1,1,90338.6416946196,0.01,191238.09,111331.92104284199
419,419,45,283,1,1,1,118676.10385404355,0.32,21931.2,155670.01655906756
420,420,45,635,1,1,1,166581.37358254072,0.26,133759.88,290572.0484373375
421,421,41,338,1,1,1,-179457.47386050338,0.11,105936.04,-127937.82922062499
422,422,44,312,1,1,1,622016.797658886,0.08,18629.66,641687.5306302268
423,423,48,300,3,1,5,-11589.039721821351,0.0,90548.51,3410.960278178649
424,424,50,566,1,1,1,101154.96548542612,0.28,10622.66,125476.37173055892
425,425,59,551,1,1,1,-146891.8319003947,0.24,56300.61,-89545.6298601643
426,426,56,563,1,1,1,405840.66284394026,0.27,46864.43,460495.5964039899
427,427,56,581,3,1,5,97128.64020558396,0.3,48033.43,157288.74884972794
428,428,46,300,1,1,1,91043.876525738,0.3,19555.51,124429.59156194601
429,429,58,551,3,1,3,-73040.82850319143,0.04,126539.06,-42178.21588158503
430,430,36,586,1,1,1,194553.85748426715,0.13,34950.36,223793.04236847194
431,431,46,300,1,1,1,244130.49966112955,0.24,147156.12,369813.1865623263
432,432,42,635,3,1,3,-18611.01906262068,0.28,60185.82,49202.16317388493
433,433,40,563,1,1,1,-87225.95677205171,0.31,55542.08,-18265.706323718903
434,434,58,551,3,1,3,172444.06080746214,0.25,26652.65,208325.98564006214
435,435,37,667,2,1,5,336739.9608254319,0.12,6936.69,349753.6929268526
436,436,40,527,2,1,5,336552.96422874683,0.04,152993.85,370731.88160049083
437,437,38,619,3,1,5,126280.44225814342,0.03,10717.71,142288.10077434022
438,438,59,640,3,3,4,-145177.30375939616,0.03,77562.79,-122884.99916415296
439,439,52,336,1,1,1,129157.50817660998,0.32,133694.07,278233.87904365634
440,440,59,584,1,1,1,-73787.2096387122,0.15,127733.02,1258.8568262958033
441,441,45,571,2,1,3,545672.7914477362,0.05,227043.13,596249.7233807202
442,442,44,298,1,1,1,69677.14541279184,0.17,70418.02,122193.69196033424
443,443,37,328,2,1,3,-13420.54819870002,0.27,103030.36,88759.90146147918
444,444,48,630,1,1,1,-221364.20193793304,0.13,62510.11,-180896.85300584824
445,445,49,541,2,1,5,34860.61848638784,0.03,117400.14,60898.35424091904
446,446,58,541,2,1,3,-40152.45813079332,0.06,63799.37,-13155.869585574113
447,447,50,592,1,1,1,-82463.68624326127,0.19,182450.37,41175.992480439534
448,448,52,316,1,1,1,-239492.72185586003,0.2,141930.03,-135532.79575624404
449,449,60,625,1,1,1,53384.31226214366,0.11,41569.52,82714.69593752286
450,450,45,272,1,3,1,-195916.85242553183,0.15,13690.61,-174481.02809438782
451,451,45,630,2,1,3,-100658.6594833358,0.28,111069.7,11805.233291640212
452,452,46,630,3,1,3,35700.35901360014,0.32,146461.59,197580.75885943696
453,453,39,298,1,1,1,39957.15313734232,0.21,38785.44,80482.88134262872
454,454,56,536,2,1,5,99460.5462828954,0.23,119436.75,200551.1863089354
455,455,37,589,2,1,5,181285.1849202351,0.01,89296.5,199083.68008047508
456,456,39,591,1,1,1,-35569.10669391977,0.2,52436.25,12297.263622080232
457,457,35,591,1,1,1,64000.65731249383,0.07,108722.94,102851.80881092264
458,458,35,303,1,1,1,31738.34603299433,0.32,36663.87,83507.05710253674
459,459,38,303,1,1,1,63638.13610055669,0.15,103105.01,127106.81149346067
460,460,49,560,1,1,1,97529.42377673896,0.27,101169.53,198135.30846266059
461,461,37,303,1,1,1,210054.54214355373,0.12,93587.15,260250.0787662417
462,462,36,303,1,1,1,117155.50393979425,0.2,48779.24,162729.70719752225
463,463,55,632,1,1,1,136790.40927683536,0.12,40097.06,166869.80365621456
464,464,57,525,2,1,2,-35578.94503088867,0.21,68623.97,24584.31227875453
465,465,59,520,1,1,1,87463.31203916897,0.19,67331.9,142555.94645726497
466,466,42,294,2,1,3,729775.655901198,0.17,53688.88,773379.4332525836
467,467,48,303,1,1,1,-94959.87484692788,0.27,117664.57,19603.49775190254
469,469,53,334,2,1,3,-90946.06959089098,0.06,133524.56,-50838.62406280139
470,470,37,320,3,1,5,111837.06484147372,0.2,81009.73,177612.9266809297
471,471,60,632,1,1,1,200948.13941101692,0.13,120870.72,265192.2825090265
472,472,52,318,1,1,1,45795.70958143499,0.33,32734.05,94649.22742929899
474,474,53,591,1,1,1,10316.296985180405,0.33,155832.13,186477.7112991948
475,475,52,565,1,1,1,468493.3001157725,0.26,39301.38,515516.98262000934
476,476,42,283,1,4,1,380677.4460377997,0.09,44491.01,408226.3240501821
478,478,59,585,3,1,3,60214.83444623379,0.06,54314.61,85427.9451425314
479,479,51,545,2,1,3,-57409.66046349807,0.08,50270.84,-29806.012845398865
480,480,52,545,2,1,3,95487.77144020992,0.04,6736.1,106436.34169179395
481,481,55,585,1,1,1,124426.43184689978,0.34,292289.63,450872.20976735104
482,482,43,621,2,1,5,181982.6044094753,0.03,9990.13,197907.05225102569
483,483,49,582,1,1,1,45702.021019339554,0.12,79501.98,90600.51508253315
484,484,50,513,2,1,5,-50258.32800890132,0.12,45583.89,-18115.488741976522
485,485,50,526,1,1,1,-57447.7448987477,0.17,112879.44,17690.93501614511
486,486,60,497,3,1,2,52824.143774658165,0.18,89915.41,118546.18903833497
487,487,35,565,3,1,5,23471.558806988804,0.13,52081.23,59690.06021775521
488,488,53,526,1,1,1,-178732.92058838872,0.3,189762.03,14677.696586635277
489,489,54,526,2,1,3,-112107.77071225812,0.22,105142.69,-24615.469220133316
490,490,52,526,3,1,3,-5750.38049385899,0.13,68418.74,37124.213313024215
491,491,59,535,1,1,1,64804.25258207688,0.2,90126.27,136294.24500182088
493,493,56,285,1,1,1,-17632.452734068713,0.15,112992.2,50484.09576081128
494,494,53,526,1,1,1,107940.65341928076,0.23,118339.51,208240.39705989356
495,495,59,535,1,1,1,464688.1303274316,0.11,5400.16,474649.98346870526
496,496,46,329,1,1,1,30179.743256656428,0.19,143684.85,130736.57682988043
497,497,52,280,1,1,1,-11423.378032555824,0.28,38210.44,37106.36254515938
498,498,57,535,1,1,1,234713.43622523532,0.17,96534.69,301144.13806600816
499,499,60,497,1,1,1,-106125.05172973304,0.14,107554.73,-43935.30208531383
501,501,56,551,1,1,1,-111674.68072554296,0.12,265288.23,3092.87939925064
502,502,50,595,2,1,3,208254.33517584112,0.28,48321.99,265656.98191058036
503,503,45,300,3,1,3,82972.09656312765,0.29,80935.73,171529.84196377883
504,504,35,619,3,1,5,74087.83779592747,0.23,85609.61,150795.69670266827
505,505,36,586,2,1,5,215039.5812249037,0.16,119622.63,290021.9278763725
506,506,36,619,3,1,5,62778.6420559893,0.14,24507.32,88531.2541936021
507,507,47,317,1,1,1,258168.86678637256,0.04,85092.12,283835.79711374536
508,508,43,357,1,1,1,37781.63326403281,0.32,93856.65,146906.6682318408
509,509,60,595,3,1,3,-65704.17126997186,0.24,90204.36,17142.55460865854
510,510,47,566,1,1,1,-32665.253430284563,0.08,55814.33,-3671.770382054161
511,511,54,566,1,1,1,52971.147785447545,0.09,59478.21,84747.22910355794
512,512,40,338,1,1,1,-73364.12023932744,0.22,72741.59,-8211.272967714649
513,513,40,357,1,1,1,-129675.3283071816,0.32,89859.03,-24559.344613716003
515,515,53,598,1,1,1,21004.88725700976,0.28,25001.12,57943.422059339355
516,516,46,598,1,1,1,-254535.87265610715,0.18,31493.92,-221769.88531566557
517,517,57,584,1,1,1,-49617.6221855358,0.34,50393.34,19078.408625785803
518,518,50,630,1,1,1,50822.5712448964,0.32,46264.42,112219.2852791748
519,519,47,298,1,1,1,-100513.72435887842,0.04,32154.04,-81482.97621882081
521,521,50,648,1,1,1,563133.1352741452,0.19,57583.3,612420.9868792172
522,522,58,311,1,1,1,-143206.06488301384,0.28,94529.53,-45256.205686591435
523,523,40,298,1,1,1,328727.0859048665,0.17,34730.29,362230.3119455113
524,524,40,560,1,1,1,87852.1180752149,0.02,85260.15,108196.11514422289
526,526,53,542,2,1,3,10505.125153477284,0.09,33161.94,34858.59093710288
527,527,43,613,2,1,5,8252.033622234618,0.27,138753.61,140660.16566965383
528,528,36,298,1,1,1,182794.79654828785,0.01,113204.06,201342.53933808947
530,530,58,336,2,1,3,483259.8944076534,0.34,12054.2,511104.10546026146
531,531,45,336,3,1,3,151207.5278355615,0.23,21665.26,181823.96163613428
532,532,46,354,3,1,3,-56416.77858523941,0.28,132841.33,75151.76479972701
533,533,39,315,3,1,4,13674.776990161345,0.13,68246.97,56479.38969277096
534,534,59,525,2,1,5,102107.7084391062,0.15,78224.44,153880.26672848218
535,535,57,618,1,1,1,-105667.03821099782,0.07,89572.73,-71016.97398942821
536,536,47,377,2,4,5,54531.8443787358,0.21,74473.28,118544.6879570526
537,537,52,545,2,1,3,-123562.06506080182,0.2,103773.7,-43518.0382041618
538,538,59,590,2,1,5,126525.92343377307,0.12,26223.08,151387.6979669187
539,539,60,590,3,1,3,5957.1595023655855,0.05,69986.63,31923.840466149588
540,540,54,545,2,1,2,121421.68071611071,0.09,139972.25,175901.44731095072
541,541,51,301,1,1,1,-187309.8237690617,0.05,83711.97,-159192.4259483657
542,542,57,298,1,1,1,277444.7993295672,0.19,71679.82,335126.393320156
544,544,52,315,1,1,1,95588.37019719672,0.01,44743.65,111990.60755226071
545,545,54,560,1,1,1,78930.61507982014,0.11,98767.71,127979.10010054173
546,546,54,545,2,1,3,17248.57272940225,0.09,105236.06,61930.84965329665
547,547,55,585,1,1,1,43728.39072214066,0.18,60070.02,92614.39839791026
548,548,54,560,3,1,3,-15218.218994080968,0.04,62778.96,7651.590717381432
549,549,36,660,2,1,3,13125.774872081423,0.16,695.61,14517.989427435023
550,550,55,295,2,1,3,-76993.86068097924,0.18,78195.32,-17883.217572665635
551,551,43,320,1,1,1,-48321.41731981804,0.13,163976.83,33484.65847155636
552,552,36,311,2,1,3,167587.30079867845,0.07,67077.27,197302.41178510885
553,553,50,323,1,2,1,453778.6405233658,0.11,65126.24,491229.8020122362
554,554,50,526,3,1,3,2565.46574026228,0.34,98073.11,122066.1147609887
555,555,47,505,2,1,5,60650.71690178664,0.07,28796.89,81968.04961991945
556,556,58,535,3,1,2,-246623.8778048337,0.13,99252.61,-191187.2052203489
557,557,43,301,1,1,1,153983.65033732352,0.24,89347.3,236185.74313079548
558,558,46,294,3,1,3,139443.66956696723,0.25,100815.13,233430.71087988725
560,560,47,551,3,1,3,-6216.445810162889,0.08,43684.29,19735.855715072314
561,561,57,551,2,1,3,254920.53313064188,0.22,102499.91,340590.7278787091
562,562,35,597,3,1,3,442804.8986484791,0.03,75209.1,464875.91382900707
563,563,48,551,1,1,1,392577.68450931535,0.15,12961.21,413670.6249026994
564,564,60,497,1,1,1,54607.25282790605,0.19,31641.05,88447.84770573804
565,565,56,285,3,1,1,-14703.228418930172,0.02,98387.59,6463.579786154629
566,566,55,519,2,1,3,19415.02671008683,0.05,178507.41,62386.56663337484
567,567,58,548,2,1,3,-134175.2703631278,0.23,208563.71,31158.553021261003
568,568,46,280,1,3,1,35749.856255071456,0.05,44300.74,57691.64045070345
569,569,38,323,1,4,1,-40613.16411481178,0.15,23989.98,-14335.704820619772
570,570,36,294,1,1,1,24515.405853516128,0.09,156450.44,83642.91580538172
571,571,39,380,1,3,1,47658.84867461299,0.08,32934.53,70916.02541141938
572,572,44,309,2,3,3,353360.87854401337,0.34,178479.4,558537.5042962694
573,573,37,331,1,4,1,-169237.73271348627,0.06,103569.45,-134762.93104217428
574,574,44,366,1,1,1,176896.8915196167,0.26,43872.01,227644.8301177703
575,575,47,392,2,1,3,270390.1180475049,0.02,74071.17,290032.80417200737
576,576,41,392,3,1,3,9299.228861609892,0.24,39123.77,53725.962763702686
577,577,58,390,1,4,1,45591.31145562097,0.12,90625.16,94672.92562719216
578,578,36,366,1,1,1,225466.1573815205,0.22,79698.63,295415.6466372101
579,579,55,330,3,1,3,-107750.55531034849,0.33,2930.71,-100323.5533107437
580,580,41,340,1,1,1,-51289.796595010885,0.1,72120.18,-13687.793752162881
581,581,37,470,1,4,1,138583.8540347869,0.17,16506.06,162377.77309565412
582,582,44,377,3,1,5,-54852.4465489414,0.23,31450.8,-17182.543848717403
583,583,41,383,1,1,1,259555.01984006088,0.26,29426.29,298532.24833019526
584,584,37,349,3,1,3,149726.3035434249,0.21,82138.26,218783.6740416105
585,585,51,354,3,1,3,-228274.00193708725,0.23,69241.89,-163364.08202790807
586,586,54,323,1,1,1,-311499.9186549185,0.11,45718.4,-280739.2792964545
587,587,39,347,1,1,1,153921.32941914216,0.15,92821.17,212555.67035291015
588,588,50,352,1,1,1,271149.4516694433,0.31,87197.77,370863.84313148644
589,589,48,393,1,1,1,7782.070209947416,0.18,53959.83,53221.26789230582
590,590,44,383,1,1,1,71749.57398294327,0.23,85821.72,148610.3228976249
591,591,57,365,1,1,1,-107793.56156517378,0.3,219517.09,113592.1917246982
592,592,38,345,2,1,5,178285.00358864656,0.17,60955.88,225760.41413507218
593,593,47,353,1,1,1,70692.25880474529,0.29,96058.08,172993.8225555805
594,594,43,385,1,1,1,202133.7648869952,0.14,73839.8,249531.05393038722
595,595,40,387,1,1,1,130949.60973499896,0.31,7117.9,148541.643081863
596,596,55,355,1,1,1,254455.46083004752,0.17,45344.19,293613.4450334603
597,597,49,381,2,1,3,136491.5162589471,0.27,149945.18,278369.53761863674
598,598,49,355,1,1,1,15672.710671709106,0.08,91704.93,53664.5011920675
599,599,38,359,1,1,1,115280.3893227722,0.14,43368.19,149308.2277881898
600,600,45,349,1,1,1,127321.96323059646,0.04,82290.52,152637.69215406527
601,601,38,364,1,1,1,136935.11090531354,0.31,117830.19,266409.51594694395
602,602,50,351,1,1,1,3981.502776909448,0.25,77227.66,79488.13874434945
603,603,57,342,1,1,1,26461.1672896744,0.32,31025.51,72575.39535602959
604,604,47,351,1,1,1,329029.35267891554,0.0,149274.51,344029.35267891554
605,605,60,363,1,1,1,546775.1354217461,0.14,47922.16,582801.0329607925
606,606,45,406,3,1,3,142829.42889727818,0.04,81829.83,168087.4069017134
607,607,45,353,1,2,1,-62479.77273575513,0.3,49372.32,-1060.865420299122
608,608,50,368,1,1,1,70130.43321292775,0.25,104407.35,166931.92142032777
609,609,35,363,1,1,1,121858.98453532906,0.12,111943.94,178958.00176106984
610,610,44,351,1,1,1,-34269.08563182085,0.16,46516.25,4055.5464417791472
611,611,53,326,3,1,3,-95650.66041932465,0.18,44236.1,-55696.70128719666
612,612,45,342,3,1,5,-58151.37066238372,0.03,30015.22,-40329.39730720613
613,613,47,342,3,1,5,73167.68904730013,0.32,108517.02,196995.01563633053
614,614,51,342,1,1,1,103473.77682162126,0.23,140913.3,220044.82748384526
615,615,48,313,2,1,3,325944.7438509856,0.29,66047.89,400971.8033075472
616,616,39,336,1,1,1,32947.03602397814,0.19,27203.17,64145.104841630935
617,617,39,301,3,1,3,68884.92995808278,0.23,75396.84,138231.37032539796
619,619,49,333,1,1,1,413294.60493943153,0.12,69900.21,454582.13908261876
620,620,39,310,1,1,1,466038.8736118163,0.13,90484.06,517903.1365096371
621,621,48,326,1,1,1,56970.29348413251,0.33,31883.62,104944.29757847813
622,622,58,291,1,1,1,194975.77976889783,0.11,56077.44,229307.52164932026
623,623,53,298,1,1,1,236185.13613733303,0.33,71259.22,324881.34165100666
624,624,49,298,1,1,1,-160974.6896541478,0.03,43575.95,-141877.76250097182
625,625,36,313,1,1,1,120968.24503607852,0.22,172050.67,254591.31851424492
626,626,48,311,3,1,3,90365.4272606896,0.32,84506.82,190113.89620261602
627,627,37,296,1,1,1,352804.2595142417,0.23,40118.33,396721.7636030241
628,628,57,309,1,1,1,12385.716317283051,0.06,10331.75,29328.458913363054
629,629,52,308,1,1,1,22649.4667151906,0.07,40306.82,46491.796312237
630,630,46,298,1,1,1,53705.83814490216,0.04,14855.03,70568.02667682536
631,631,49,288,2,1,3,212195.31642587105,0.23,74435.17,280848.57997956866
632,632,58,592,2,1,3,73333.9376078222,0.05,171210.34,115162.0500127342
633,633,52,592,3,1,3,4952.421284666739,0.12,79697.82,49924.56535100914
634,634,49,336,3,1,3,148506.8422777654,0.17,61445.97,196243.3576422118
635,635,45,301,1,1,1,40220.37961489831,0.09,78315.5,77309.59844761831
636,636,37,303,3,1,3,-54713.94065158728,0.27,29459.98,-14786.003843641676
637,637,53,273,2,1,3,281.81618905218767,0.34,58109.38,77199.5826817434
638,638,46,298,1,4,1,201475.91526571405,0.29,59888.65,270905.20217137004
639,639,45,329,1,2,1,-104887.1560454872,0.32,117276.64,27724.838852125606
640,640,48,280,3,2,5,58345.29854614207,0.14,126087.31,128666.23693944448
641,641,47,551,1,1,1,114737.06528309688,0.21,52365.53,164200.21140457367
642,642,52,595,2,1,3,48743.37579913333,0.19,119678.9,135005.91829770932
643,643,48,607,2,1,3,51700.15828751308,0.27,102283.69,153248.8036295499
644,644,50,542,2,1,5,-378.0295161214288,0.25,86214.14,82169.36974763857
646,646,58,584,3,1,3,-176315.29609357772,0.01,24257.14,-160555.09285054734
648,648,59,584,1,1,1,750569.6138214521,0.06,105555.73,785417.907956649
649,649,60,625,1,1,1,24189.95489998782,0.08,19395.46,44052.68532643262
650,650,52,592,3,1,3,30984.3210016149,0.19,15546.82,55241.6413894837
651,651,48,336,1,1,1,-4283.735614518623,0.32,129241.36,140327.1926392286
652,652,42,614,1,1,1,93089.1822132145,0.09,121070.86,142237.7316166609
653,653,57,585,1,1,1,-33881.47518892922,0.13,12415.82,-13823.125104151615
654,654,39,349,1,1,1,-62505.47357567406,0.31,133435.13,82129.44527154675
655,655,46,353,3,1,3,113537.81966135482,0.13,34086.72,142425.14752224443
656,656,44,335,1,1,1,-56732.611481480526,0.01,22119.63,-41039.39643384372
657,657,42,351,1,1,1,162265.17112080255,0.19,28191.53,194051.75676559773
658,658,42,332,1,1,1,-178981.28307535278,0.28,46258.55,-123389.30923256878
660,660,53,563,1,1,1,11589.693555190222,0.18,107318.61,87129.03151800303
661,661,45,405,1,4,1,-217873.14440075963,0.03,18898.39,-201096.35405786842
662,662,49,564,1,1,1,-5309.805286366209,0.31,30420.35,39244.178012889795
663,663,51,566,1,1,1,157591.98473193636,0.06,25807.21,177444.67340064995
664,664,59,551,1,1,1,-215135.8135287657,0.26,25068.58,-179709.3489427369
665,665,60,551,1,1,1,-72867.56200575491,0.17,21503.5,-46411.16123383491
666,666,39,312,1,1,1,-4288.818750990259,0.26,127766.82,114818.57081792495
667,667,42,499,2,1,3,34693.649239100945,0.15,32195.48,64828.43531049294
669,669,42,272,1,1,1,44567.31376630469,0.24,78755.32,118802.7055757895
671,671,58,336,1,1,1,265082.8859569542,0.19,146807.5,367499.09472775424
672,672,56,592,1,1,1,92165.03453047796,0.2,14037.17,115963.35301070196
673,673,57,536,2,1,5,24775.92659116409,0.07,52478.87,51288.505986426484
674,674,47,592,2,1,3,136705.15998836042,0.24,44599.37,185250.33708123723
675,675,52,592,3,1,3,33970.87003446786,0.25,31258.4,73461.32630006786
676,676,45,560,2,1,5,-94439.28547395566,0.17,92732.49,-30034.278381246855
677,677,36,560,3,1,5,-8247.091137659738,0.15,97120.54,52408.34235915626
678,678,55,316,1,1,1,17600.544332311234,0.33,165424.29,203682.15977510647
679,679,44,327,1,1,1,136724.26862285088,0.01,27542.9,152587.44548139488
680,680,60,584,1,1,1,98400.92856410348,0.06,21140.54,117376.11452602988
682,682,46,630,3,1,3,-98578.7174738192,0.33,84826.33,4148.578006691212
683,683,53,630,2,1,3,61753.13674421533,0.35,61093.44,143765.1625871593
684,684,49,263,1,3,1,36626.53606246175,0.32,66202.66,118018.50389278497
685,685,49,565,1,1,1,-139972.2450073606,0.08,72473.46,-106802.07018027578
686,686,40,286,3,1,3,116360.30790354108,0.18,152322.68,217286.82338786748
